DOI,Publication Year,Title,Primary,Countries,Pathogens
10.3201/eid0808.020040,2002,"Genetic homogeneity of measles viruses associated with a measles outbreak, São Paulo, Brazil, 1997",,,
10.3201/eid0808.010494,2002,"Genetic characterization of hantaviruses transmitted by the Korean field mouse (Apodemus peninsulae), Far East Russia",,,
10.3201/eid0808.010422,2002,"Outbreak of serogroup W135 meningococcal disease after the Hajj pilgrimage, Europe, 2000",,,
10.3201/eid0807.010480,2002,First documented human Rickettsia aeschlimannii infection,,,
10.3201/eid0807.020032,2002,"Smallpox research activities: U.S. interagency collaboration, 2001",,,
10.3201/eid0807.020157,2002,Detection of West Nile virus in oral and cloacal swabs collected from bird carcasses,,,
10.3201/eid0807.010414,2002,Role of electronic data exchange in an international outbreak caused by Salmonella enterica serotype Typhimurium DT204b,,,
10.3201/eid0807.020143,2002,Hot-tub-associated mycobacterial infections in immunosuppressed persons,,,
10.3201/eid0807.010506,2002,"High risk for tuberculosis in hospital physicians, Peru",,,
10.3201/eid0807.010281,2002,Bear Canyon virus: an arenavirus naturally associated with the California mouse (Peromyscus californicus),,,
10.3201/eid0807.010264,2002,"Antibiotic resistance of gram-negative bacteria in rivers, United States",,,
10.3201/eid0807.010472,2002,Infection by Ralstonia species in cystic fibrosis patients: identification of R. pickettii and R. mannitolilytica by polymerase chain reaction,,,
10.3201/eid0807.020018,2002,Ehrlichia ewingii infection in white-tailed deer (Odocoileus virginianus),,,
10.3201/eid0807.020062,2002,Anthrax of the gastrointestinal tract,,,
10.3201/eid0807.010543,2002,Cost-effective screening for trichomoniasis,,,
10.3201/eid0807.010398,2002,"First outbreak of dengue hemorrhagic fever, Bangladesh",,,
10.3201/eid0807.010409,2002,"Novel measles virus genotype, East Timor and Australia",,,
10.3201/eid0807.010388,2002,"Mycobacterium avium subsp. paratuberculosis infection in a patient with HIV, Germany",,,
10.3201/eid0807.010501,2002,Rickettsialpox in North Carolina: a case report,,,
10.3201/eid0807.010427,2002,Temporal changes in prevalence of antimicrobial resistance in 23 US hospitals,,,
10.3201/eid0807.010493,2002,Automatic electronic laboratory-based reporting of notifiable infectious diseases at a large health system,,,
10.3201/eid0807.010482,2002,Persistent high incidence of tuberculosis in immigrants in a low-incidence country,,,
10.3201/eid0807.020094,2002,"Emergence of Usutu virus, an African mosquito-borne flavivirus of the Japanese encephalitis virus group, central Europe",,,
10.3201/eid0807.010459,2002,"Entomologic and serologic evidence of zoonotic transmission of Babesia microti, eastern Switzerland",,,
10.3201/eid0807.010471,2002,"Prevalence, distribution, and host range of Peste des petits ruminants virus, Turkey",,,
10.3201/eid0807.010465,2002,Monitoring antimicrobial use and resistance: comparison with a national benchmark on reducing vancomycin use and vancomycin-resistant enterococci,,,
10.3201/eid0807.010351,2002,"Time-space clustering of human brucellosis, California, 1973-1992",,,
10.3201/eid0807.010454,2002,"Ecologic niche modeling and potential reservoirs for Chagas disease, Mexico",,,
10.3201/eid0807.010277,2002,First human isolate of Hantavirus (Andes virus) in the Americas,,,
10.3201/eid0806.010340,2002,"Hantavirus infection with marked sinus bradycardia, Taiwan",,,
10.3201/eid0806.010500,2002,"Serologic evidence of human granulocytic ehrlichiosis, Greece",,,
10.3201/eid0806.010341,2002,Fatal infection of a pet monkey with Human herpesvirus,,,
10.3201/eid0806.010384,2002,"Two new rhabdoviruses (Rhabdoviridae) isolated from birds during surveillance for arboviral encephalitis, northeastern United States",,,
10.3201/eid0806.01-0331,2002,Epidemiologic differences between cyclosporiasis and cryptosporidiosis in Peruvian children,,,
10.3201/eid0806.010417,2002,"Drought-induced amplification of Saint Louis encephalitis virus, Florida",,,
10.3201/eid0806.010350,2002,"Geographic association of Rickettsia felis-infected opossums with human murine typhus, Texas",,,
10.3201/eid0806.010309,2002,Clinical epidemiology of malaria in the highlands of western Kenya,,,
10.3201/eid0806.010247,2002,Excretion of vancomycin-resistant enterococci by wild mammals,,,
10.3201/eid0806.010377,2002,Neurocysticercosis in radiographically imaged seizure patients in U.S. emergency departments,,,
10.3201/eid0806.010313,2002,"Community-acquired methicillin-resistant Staphylococcus aureus, Finland",,,
10.3201/eid0806.010370,2002,"Medical care capacity for influenza outbreaks, Los Angeles",,,
10.3201/eid0806.010271,2002,Cryptosporidium oocysts in a water supply associated with a cryptosporidiosis outbreak,,,
10.3201/eid0806.010321,2002,"Population-based study of acute respiratory infections in children, Greenland",,,
10.3201/eid0806.010371,2002,"Waterborne outbreak of Norwalk-like virus gastroenteritis at a tourist resort, Italy",,,
10.3201/eid0806.010310,2002,Defining and detecting malaria epidemics in the highlands of western Kenya,,,
10.3201/eid0806.010432,2002,Cluster of African trypanosomiasis in travelers to Tanzanian national parks,,,
10.3201/eid0806.010368,2002,"Three drinking-water-associated cryptosporidiosis outbreaks, Northern Ireland",,,
10.3201/eid0806.010210,2002,Parachlamydiaceae: potential emerging pathogens,,,
10.3201/eid0806.010358,2002,Mycobacterium tuberculosis: an emerging disease of free-ranging wildlife,,,
10.3201/eid0806.010275,2002,"Streptococcus pneumoniae, Brooklyn, New York: fluoroquinolone resistance at our doorstep",,,
10.3201/eid0805.010387,2002,"Emergence of vancomycin-intermediate Staphylococcus aureus and S. sciuri, Greece",,,
10.3201/eid0805.010373,2002,"Deer meat as the source for a sporadic case of Escherichia coli O157:H7 infection, Connecticut",,,
10.3201/eid0805.010346,2002,"Cefepime MIC as a predictor of the extended-spectrum beta-lactamase type in Klebsiella pneumoniae, Taiwan",,,
10.3201/eid0805.010284,2002,Evaluation in nonhuman primates of vaccines against Ebola virus,,,
10.3201/eid0805.010227,2002,Clonal groupings in serogroup X Neisseria meningitidis,,,
10.3201/eid0805.010302,2002,"Epidemiology of urban canine rabies, Santa Cruz, Bolivia, 1972-1997",,,
10.3201/eid0805.010419,2002,"First Shiga toxin-producing Escherichia coli isolate from a patient with hemolytic uremic syndrome, Brazil",,,
10.3201/eid0805.010276,2002,"Molecular characterization of Corynebacterium diphtheriae isolates, Russia, 1957-1987",,,
10.3201/eid0805.010288,2002,Increasing quinolone resistance in Salmonella enterica serotype Enteritidis,,,
10.3201/eid0805.010268,2002,Sentinel surveillance: a reliable way to track antibiotic resistance in communities?,,,
10.3201/eid0805.010235,2002,Nasopharyngeal carriage of Streptococcus pneumoniae in healthy children: implications for the use of heptavalent pneumococcal conjugate vaccine,,,
10.3201/eid0805.010385,2002,Typical and atypical enteropathogenic Escherichia coli,,,
10.3201/eid0805.010236,2002,"Hospital-based diagnosis of hemorrhagic fever, encephalitis, and hepatitis in Cambodian children",,,
10.3201/eid0805.010251,2002,"Genetic variants of Ehrlichia phagocytophila, Rhode Island and Connecticut",,,
10.3201/eid0805.010290,2002,Knowledge of bat rabies and human exposure among United States cavers,,,
10.3201/eid0805.010324,2002,Phylogenetic analysis of a human isolate from the 2000 Israel West Nile virus epidemic,,,
10.3201/eid0805.010337,2002,"Outbreak of Neisseria meningitidis, Edmonton, Alberta, Canada",,,
10.3201/eid0805.010267,2002,Excess mortality associated with antimicrobial drug-resistant Salmonella typhimurium,,,
10.3201/eid0805.010204,2002,"Trends in fluoroquinolone (ciprofloxacin) resistance in enterobacteriaceae from bacteremias, England and Wales, 1990-1999",,,
10.3201/eid0805.010522,2002,Risk to human health from a plethora of simian immunodeficiency viruses in primate bushmeat,,,
10.3201/eid0804.010375,2002,Salmonella enterica serotype Typhimurium DT 104 antibiotic resistance genomic island I in serotype paratyphi B,,,
10.3201/eid0804.000413,2002,"Mapping Lyme disease incidence for diagnostic and preventive decisions, Maryland",,,
10.3201/eid0804.010263,2002,European bat lyssavirus infection in Spanish bat populations,,,
10.3201/eid0804.010311,2002,Genetic and antigenic analysis of the first A/New Caledonia/20/99-like H1N1 influenza isolates reported in the Americas,,,
10.3201/eid0804.010245,2002,Laboratory reporting of Staphylococcus aureus with reduced susceptibility to vancomycin in United States Department of Veterans Affairs facilities,,,
10.3201/eid0804.010202,2002,"Salmonella enterica serotype Typhimurium DT104 isolated from humans, United States, 1985, 1990, and 1995",,,
10.3201/eid0804.010103,2002,Biofilm on ventriculo-peritoneal shunt tubing as a cause of treatment failure in coccidioidal meningitis,,,
10.3201/eid0804.010312,2002,Antimicrobial use and antimicrobial resistance: a population perspective,,,
10.3201/eid0804.010490,2002,"O157:H7 Shiga toxin-producing Escherichia coli strains associated with sporadic cases of diarrhea in São Paulo, Brazil",,,
10.3201/eid0804.010348,2002,Multiply resistant (MR) Salmonella enterica serotype Typhimurium DT 12 and DT 120: a case of MR DT 104 in disguise?,,,
10.3201/eid0804.010278,2002,"Invasive group a streptococcal infections, Israel",,,
10.3201/eid0804.000444,2002,Sampling bias in the molecular epidemiology of tuberculosis,,,
10.3201/eid0804.010175,2002,Megadrought and megadeath in 16th century Mexico,,,
10.3201/eid0804.010423,2002,"Candida dubliniensis infection, Singapore",,,
10.3201/eid0804.010300,2002,Andes virus and first case report of Bermejo virus causing fatal pulmonary syndrome,,,
10.3201/eid0804.010239,2002,Experimental infection of horses with West Nile virus,,,
10.3201/eid0804.010273,2002,Baylisascaris procyonis: an emerging helminthic zoonosis,,,
10.3201/eid0804.010228,2002,Feline host range of canine parvovirus: recent emergence of new antigenic types in cats,,,
10.3201/eid0804.010213,2002,Salmonella enterica serotype Enteritidis phage type 4b outbreak associated with bean sprouts,,,
10.3201/eid0804.010222,2002,Outcomes of treated human granulocytic ehrlichiosis cases,,,
10.3201/eid0804.010217,2002,Introduction of West Nile virus in the Middle East by migrating white storks,,,
10.3201/eid0804.000218,2002,A waterborne outbreak of Escherichia coli O157:H7 infections and hemolytic uremic syndrome: implications for rural water systems,,,
10.3201/eid0803.010286,2002,Contagion on the Internet,,,
10.3201/eid0803.010199,2002,Eastern equine encephalomyelitis virus infection in a horse from California,,,
10.3201/eid0803.010190,2002,"Molecular epidemiology of adenovirus type 7 in the United States, 1966-2000",,,
10.3201/eid0803.010238,2002,Immunization with heterologous flaviviruses protective against fatal West Nile encephalitis,,,
10.3201/eid0803.010261,2002,"HIV prevalence in a gold mining camp in the Amazon region, Guyana",,,
10.3201/eid0803.010308,2002,"Recent increase in meningitis Caused by Neisseria meningitidis serogroups A and W135, Yaoundé, Cameroon",,,
10.3201/eid0803.010316,2002,"Enzootic Angiostrongylus cantonensis in rats and snails after an outbreak of human eosinophilic meningitis, Jamaica",,,
10.3201/eid0803.010249,2002,Severe Ehrlichia chaffeensis infection in a lung transplant recipient: a review of ehrlichiosis in the immunocompromised patient,,,
10.3201/eid0803.010166,2002,Predicting the risk of Lyme disease: habitat suitability for Ixodes scapularis in the north central United States,,,
10.3201/eid0803.010194,2002,Novel cryptosporidium genotypes in sporadic cryptosporidiosis cases: first report of human infections with a cervine genotype,,,
10.3201/eid0803.010330,2002,"Serologic evidence of Lyssavirus infections among bats, the Philippines",,,
10.3201/eid0803.010233,2002,Human campylobacteriosis in developing countries,,,
10.3201/eid0803.010258,2002,"Emergence and rapid spread of tetracycline-resistant Vibrio cholerae strains, Madagascar",,,
10.3201/eid0803.010301,2002,"Rickettsia felis in Ctenocephalides spp. fleas, Brazil",,,
10.3201/eid0803.010192,2002,A European study on the relationship between antimicrobial use and antimicrobial resistance,,,
10.3201/eid0803.010159,2002,Associations between indicators of livestock farming intensity and incidence of human Shiga toxin-producing Escherichia coli infection,,,
10.3201/eid0803.010372,2002,Hajj-related Neisseria meningitidis serogroup w135 in Mauritius,,,
10.3201/eid0803.010250,2002,"Epidemiologic features of four successive annual outbreaks of bubonic plague in Mahajanga, Madagascar",,,
10.3201/eid0803.010195,2002,Listeria monocytogenes infection in Israel and review of cases worldwide,,,
10.3201/eid0803.010200,2002,Molecular classification of enteroviruses not identified by neutralization tests,,,
10.3201/eid0803.010098,2002,Feasibility of national surveillance of health-care-associated infections in home-care settings,,,
10.3201/eid0802.010102,2002,"Antibiotic resistance patterns of bacterial isolates from blood in San Francisco County, California, 1996-1999",,,
10.3201/eid0802.010025,2002,Community-acquired Klebsiella pneumoniae bacteremia: global differences in clinical patterns,,,
10.3201/eid0802.010164,2002,Public health assessment of potential biological terrorism agents,,,
10.3201/eid0802.010177,2002,"Postexposure treatment and animal rabies, Ontario, 1958-2000",,,
10.3201/eid0802.010314,2002,Distemper outbreak and its effect on African wild dog conservation,,,
10.3201/eid0802.010293,2002,Rickettsia felis infection acquired in Europe and documented by polymerase chain reaction,,,
10.3201/eid0802.010256,2002,"Cryptosporidium muris infection in an HIV-infected adult, Kenya",,,
